Protein.IDs	Majority.protein.IDs	Fasta.headers	125amol-12500amol_PValue	25000amol-12500amol_PValue	2500amol-12500amol_PValue	250amol-12500amol_PValue	50000amol-12500amol_PValue	5000amol-12500amol_PValue	500amol-12500amol_PValue	50amol-12500amol_PValue	125amol-12500amol_AdjPVal	25000amol-12500amol_AdjPVal	2500amol-12500amol_AdjPVal	250amol-12500amol_AdjPVal	50000amol-12500amol_AdjPVal	5000amol-12500amol_AdjPVal	500amol-12500amol_AdjPVal	50amol-12500amol_AdjPVal	125amol-12500amol_log2FoldChange	25000amol-12500amol_log2FoldChange	2500amol-12500amol_log2FoldChange	250amol-12500amol_log2FoldChange	50000amol-12500amol_log2FoldChange	5000amol-12500amol_log2FoldChange	500amol-12500amol_log2FoldChange	50amol-12500amol_log2FoldChange	featureAvg	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P25623|SYP1_YEAST	sp|P25623|SYP1_YEAST	sp|P25623|SYP1_YEAST Suppressor of yeast profilin deletion OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYP1 PE=1 SV=3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.3052167806589	21.7883152836145	NA	NA	NA	22.1214247485709	22.3895830279289	22.37695097617	NA	NA	22.6477912847062	NA	21.6498753911912	NA	22.3926779843894	21.6849591669902	NA	22.3468675333846	NA	NA	NA	NA	23.1269004176146	NA	22.6805449585704	22.357591736258	22.3749099951274
sp|P25631|YCU1_YEAST	sp|P25631|YCU1_YEAST	sp|P25631|YCU1_YEAST Ankyrin repeat-containing protein YCR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR051W PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.80203193135	NA	NA	NA	NA	NA	NA
sp|P25694|CDC48_YEAST	sp|P25694|CDC48_YEAST	sp|P25694|CDC48_YEAST Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC48 PE=1 SV=3	0.96718030115365	0.458352200626427	0.721681870381206	0.446968050050691	0.405858104397178	0.433566839167257	0.41099016499797	0.88155936628347	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.869592711711499	0.762381173738094	0.813789951474872	0.976922268263226	-0.0184843399213683	0.335384350002531	0.160272227003695	0.344059322994767	0.376575931251931	0.354446130348528	0.372406584831964	-0.0669515324950716	25.4963181143282	25.7481170792431	25.1316726766333	24.9899283624358	26.1603872598201	25.3252593335116	24.3286185052164	25.896521622225	25.445817099246	25.5335324468488	25.2386691720145	26.1130885982002	24.9987770291086	26.1235456826482	24.8514329994764	25.9269174051719	26.3942098901641	24.89430265992	25.7109333619839	25.8233765703596	25.4521793931128	25.6575005458854	25.5835386992662	25.6881382346309	25.715260938911	25.4150619206086	24.7676441792166	25.4861574210018
sp|P25719|CYPC_YEAST	sp|P25719|CYPC_YEAST	sp|P25719|CYPC_YEAST Peptidyl-prolyl cis-trans isomerase C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR3 PE=1 SV=1	0.012577071019022	0.553823228696087	0.0813919966414899	0.379055634123106	0.521181177089435	0.562867285363166	0.201451286065275	0.463425877695479	0.698027441555718	0.991948625721696	0.996848488371953	0.963284306364745	0.917430141614102	0.846589006440534	0.681279455283781	0.971868722097509	-1.88295388103734	-0.411685500262308	-1.25723586831007	-0.615193875995374	-0.446464701944976	-0.56886025427811	-0.903919436825273	-0.511149651321308	23.6157012299091	24.5391356136057	24.0378331256545	24.5086952306312	22.58148288246	22.4574369927644	22.397882451555	24.320171426936	22.6035638675091	24.9268721746594	22.4382974411605	22.3300283964466	24.5456305273541	23.3007558396896	24.0184372373371	23.9208892648786	24.4039263624057	22.7928887697184	24.5494547319324	NA	NA	23.7930277356857	24.0544897217007	22.1762121150636	24.1432038226513	22.9077122093708	24.5654647152433	24.0790380913134
sp|P26309|CDC20_YEAST	sp|P26309|CDC20_YEAST	sp|P26309|CDC20_YEAST APC/C activator protein CDC20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC20 PE=1 SV=2	0.547074001323171	0.117524116349733	0.554505881405291	0.135037441230885	0.409011596255176	0.889702937955308	0.221764246223461	0.0941168488558503	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.869592711711499	0.979206516421855	0.681279455283781	0.696852754673533	-0.310220386445494	-0.932881383741872	-0.340353716571769	-0.887555258815269	-0.427560959789027	0.0794377841520308	-0.716844170381915	-0.89762645410023	23.0467181450393	24.0830215304092	23.8490003247143	22.6403076106838	22.7920546926965	24.1996286161222	22.6499849976521	22.5654414720233	22.6170154043645	NA	22.5497837280664	23.8177284826616	NA	NA	22.5386029152728	22.7345062109682	24.0690720930741	22.7341960806889	22.4863784126772	23.8771762725055	23.3299189396701	NA	NA	22.7315054886355	22.8830258144722	22.4415936982681	22.7509301986443	22.6869262065942
sp|P26321|RL5_YEAST	sp|P26321|RL5_YEAST	sp|P26321|RL5_YEAST 60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL5 PE=1 SV=4	0.657415665908829	0.394689278077186	0.726896963028601	0.301337946267177	0.482871898980558	0.454916531293488	0.707321535563259	0.880164288078869	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.899308402463791	0.776857461131956	0.915085548019001	0.976922268263226	-0.172596679310725	-0.333396547645258	-0.135800931321562	0.406564950738609	0.274075124569944	-0.292103472197461	-0.146021894054293	-0.0585493234661918	26.3137004229089	26.481576505685	26.3959591169392	26.2161752369982	26.6389277014051	25.6099503951584	26.3270427251267	26.4983837233351	25.5825915498684	26.0125459434831	26.3233534706642	26.9523818735766	25.4105727214169	26.9630078786435	26.3472596417294	27.0031381914653	26.4325936366207	26.7623055904461	26.7210370062654	26.3732678261644	25.4124153059968	26.4317173108688	26.5667715437763	26.4195371941887	25.6693364394945	26.4381736848924	26.1808621994849	26.2990270048465
sp|P26570|PPZ1_YEAST;sp|P33329|PPZ2_YEAST	sp|P26570|PPZ1_YEAST;sp|P33329|PPZ2_YEAST	sp|P26570|PPZ1_YEAST Serine/threonine-protein phosphatase PP-Z1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPZ1 PE=1 SV=5;sp|P33329|PPZ2_YEAST Serine/threonine-protein phosphatase PP-Z2 OS=Saccharomyces cerevisiae (strain ATCC 20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2776744785127	NA	NA	NA	NA	20.8939325008311	21.2484094188538	24.994812631639	NA	24.9550013639765	24.4063939514105	24.7887035986894	21.6867980031219	NA	NA	NA	NA	NA	24.8912460033659
sp|P26637|SYLC_YEAST	sp|P26637|SYLC_YEAST	sp|P26637|SYLC_YEAST Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC60 PE=1 SV=1	0.65645029552153	0.406486619643399	0.0750732129987565	0.40443933107732	0.652201141442712	0.0159035425493718	0.0175450881348673	0.66396955616568	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.938361058107928	0.407417107404893	0.452998107923082	0.976922268263226	0.134747061688238	-0.252971060985768	-0.5593622236957	-0.254095107816333	-0.136539190215728	-0.7834092853854	-0.770004802197068	-0.131587977939766	26.0592926175169	26.4014545455986	26.3400766454757	26.3540875236589	26.7332445985778	26.400852211884	26.3657630893361	26.6727658678956	25.9051109685159	25.7588286953644	25.7230180144379	25.9592534462613	25.7352605829469	25.8696661303983	26.218671425748	26.2449958351379	26.1976242092351	26.1294536136478	26.3589233212031	25.840405489764	25.1746663688693	25.7303189999437	25.1290408450481	25.9611318837568	25.6954315793371	25.7034541478395	26.2475694554458	26.7498311776286
sp|P26755|RFA3_YEAST	sp|P26755|RFA3_YEAST	sp|P26755|RFA3_YEAST Replication factor A protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA3 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4313251819079	NA	NA	NA	NA	22.114673914216	NA	22.0983804049485	NA	21.8650279024783	NA	22.1938213036223	22.4327274286186	NA	21.9797001069573	22.1879452282641	22.1380867709893	22.0211684103087	22.2856539442225	22.2552556793802	22.4397690095124	NA	NA	NA
sp|P26783|RS5_YEAST	sp|P26783|RS5_YEAST	sp|P26783|RS5_YEAST 40S ribosomal protein S5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS5 PE=1 SV=3	0.806445086426498	0.336098376983444	0.875065087030581	0.901332548296363	0.222068742302033	0.109866695551108	0.327357543711914	0.205339729624875	0.999903620391244	0.991948625721696	0.996848488371953	0.975125856344019	0.803037658728549	0.514828238582642	0.747668464033384	0.844425146967836	0.249632770537403	0.990462562978806	0.160122639868842	0.126246214988672	1.26608131363007	1.6797726645806	1.00895285523857	1.31502844134827	25.7241853988916	26.9260351542981	23.0994242244885	24.8816636634979	25.6394798235093	24.9939925383986	25.0225489919888	25.7621281418584	25.154257227976	26.9621253613865	25.5680191860032	26.7855642165006	23.0339075593872	27.0610576708407	22.6442523833959	25.5805516330139	26.815433723834	25.5463961796564	26.3435370796843	26.5417813916069	26.3075810570539	27.0970785873655	26.2504638190225	26.6503411611514	25.0331766278263	25.7804668786207	25.7704447213469	27.3012967663617
sp|P26784|RL16A_YEAST	sp|P26784|RL16A_YEAST	sp|P26784|RL16A_YEAST 60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16A PE=1 SV=3	0.347174448587212	0.8138989510278	0.882913433367069	0.849140991763802	0.841273063129411	0.005074241714234	0.982425584909372	0.912942332104204	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.952547166975599	0.282607825521251	0.997666083336559	0.978533905339729	0.480495533929034	0.119042141508899	-0.0744462667468007	0.0961684471149944	0.101254996821829	-1.571179895693	-0.0124457515860144	0.0552567609600274	24.499689540371	24.5075464195323	24.6283970339129	24.6406385926087	25.448497722108	24.9144252810803	24.8551456446527	24.4724017961683	24.8907359303851	24.7705707440272	24.5467494206394	24.5981547540933	24.4083390710808	24.7488848377844	24.5321356815004	24.7840668681141	23.8689129614744	24.9431536582064	25.2682804168386	24.8335938971578	21.8737640043819	22.3556844574352	24.4924057809099	NA	24.6670907466207	24.5992904215199	24.7614181291689	24.5816437782452
sp|P26785|RL16B_YEAST	sp|P26785|RL16B_YEAST	sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3	0.614542294616729	0.500380345418627	0.74899301096857	0.165917310173898	0.820707612783245	0.798909488801816	0.272928505446979	0.616372194985331	0.999903620391244	0.991948625721696	0.996848488371953	0.840955964288153	0.949248936597953	0.956487619823445	0.717892514327363	0.976922268263226	0.209142877767494	0.280550657686	-0.132635980195499	0.587271051283729	0.0938884730702298	-0.10555676517647	0.460629937591897	-0.208055719501505	26.6242929285184	26.813967073378	26.8929603811153	25.7708731535534	27.5119402110372	26.3143914255587	26.2788976047533	26.5771549552378	27.0752068792462	26.6670907466207	27.044060205066	26.2358240504111	25.8000084119831	26.862897054218	26.9539363823526	27.4227803253273	27.2699038380614	26.4445223100848	26.0450398791112	26.6131583865454	25.8488809704192	26.6990909555527	26.963559177913	26.8713828268197	27.0247484160897	26.0375818069463	26.1577880687721	26.6582635738238
sp|P26786|RS7A_YEAST	sp|P26786|RS7A_YEAST	sp|P26786|RS7A_YEAST 40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7A PE=1 SV=4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8024658779892	NA	NA	24.8648107094807	NA	NA	23.5935461370647	NA	NA	NA	23.5136427907205	NA	24.6493820590422	24.1016538613106	24.7974873838764	24.9431089338775	NA	24.8456546663369	NA	24.9078863753887	24.7589303293934	24.7928292087773	24.9824184914989	NA	NA	NA	NA
sp|P27614|CBPS_YEAST	sp|P27614|CBPS_YEAST	sp|P27614|CBPS_YEAST Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPS1 PE=1 SV=2	0.994459930290825	0.153690635445779	0.880252769732044	0.167113211742087	0.301452600999047	0.44547737005649	0.50004221522022	0.59716842470409	0.999903620391244	0.991948625721696	0.996848488371953	0.840955964288153	0.849270018043	0.77021788280795	0.8334036920337	0.97520638142141	0.00221650115296868	0.418777309203897	-0.048104729298732	-0.404840634000703	0.299337557094994	0.21956730409876	-0.193748886760972	0.151460627243896	24.2964770928907	24.809607216793	24.007956637837	23.9062814191203	24.0154626949485	24.471533823191	NA	24.483699677578	24.7770586202685	24.7194189035155	24.0466850678922	24.3396689893439	NA	23.7714274064354	23.6216503753077	24.1162455900051	24.1626169043357	24.9029281823011	24.5563128583985	24.2472072513715	24.659162338969	24.4761775957061	24.1541413162706	24.2279525552322	23.7605047419646	24.5297550942834	24.2591122316184	24.3893598295802
sp|P27616|PUR7_YEAST	sp|P27616|PUR7_YEAST	sp|P27616|PUR7_YEAST Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2885292997049	NA	NA	23.7162819267612	NA	NA	NA	NA	NA	NA	NA	21.0805026738505	NA	NA	21.7927696453772	21.0362407006067	NA	NA	NA	21.8665001752264	NA	NA	22.7787236582179	NA	NA	NA	22.2821223915751
sp|P27999|RPB9_YEAST	sp|P27999|RPB9_YEAST	sp|P27999|RPB9_YEAST DNA-directed RNA polymerase II subunit RPB9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPB9 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3849544496906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8816263261865	NA	NA	NA	NA	NA	NA	NA	NA
sp|P28240|ACEA_YEAST	sp|P28240|ACEA_YEAST	sp|P28240|ACEA_YEAST Isocitrate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ICL1 PE=1 SV=1	0.355371018919357	0.45733098351605	0.417294008876177	0.359923849810677	0.022146468846853	0.818514174804208	0.360043488232128	0.00940382239011082	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.460920328280263	0.957294419841174	0.768554369110889	0.36809490217144	0.276983583291369	0.221924973056701	-0.242504972567733	0.274318924306137	0.724185428867539	0.068095854986236	-0.274249210417402	0.838053333910533	25.7979444181998	25.6428707366634	25.3535996862406	25.7684268598842	25.8956899112601	26.0213632963882	25.678794825014	25.7171191210634	25.8376414060226	25.8759116748723	25.505518653111	25.2507529362661	25.2811107757079	25.9430418447843	25.6217342050005	26.0230780059218	26.2803498279168	26.2002649478623	26.4568387936117	26.2162122491083	24.9264650362227	25.8265075624159	25.5299933298519	25.6700932347822	24.7420630869019	26.3070251052008	26.3230613593049	26.6489708200141
sp|P28241|IDH2_YEAST	sp|P28241|IDH2_YEAST	sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH2 PE=1 SV=1	0.66737601995318	0.526046489474157	0.217901486215578	0.459510948934178	0.112711779054666	0.101399198354723	0.0655017486358984	0.622233790527853	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.771957824129573	0.506995991773617	0.526733129267576	0.976922268263226	0.62297318426117	0.921837715995576	2.03348194901448	1.07748458753877	2.65384521491798	2.4571526211711	2.79000450224651	0.714765439913005	25.7872154951317	26.1279788974775	22.4451603758237	24.5732301943447	26.8041511141574	26.0613461397931	22.1497917664789	26.0409291287284	22.4550050681838	27.4159484187204	26.0226336472547	26.8085765625382	NA	26.8433799713902	22.2334488221632	27.3019944367088	27.1524788909729	NA	26.919457850627	27.1435541755994	27.1034959236776	26.2707772318822	27.2039650783617	27.3014712155809	27.0109466804428	22.8432601511965	25.886393013371	26.5610126228174
sp|P28272|PYRD_YEAST	sp|P28272|PYRD_YEAST	sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA1 PE=1 SV=1	0.465901044650263	0.0728655693161875	0.61982253632488	0.0426092402668996	0.595602884985846	0.292388152266686	0.229787876161849	0.300496569152037	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.938361058107928	0.69411428507294	0.681279455283781	0.916349427908684	0.265590122821504	0.676559543300566	0.18003763498216	0.773842378960765	0.192693876560764	0.431975574037388	0.442591304524168	0.379758882536873	25.9082292028699	25.5562251396862	25.5656680774459	25.4954283477313	26.1270146014499	26.009473791044	25.277603540834	26.6478736091686	25.9872414559056	26.0118851296909	25.8024264336879	26.0495129041135	25.3054951320085	26.3638933183718	26.1625400773771	26.4124153059968	24.9195715068322	26.0973800385331	26.1784516491804	25.571090168835	NA	26.3710753558154	25.5285931321865	26.2798541111754	26.136648235074	25.687577731486	25.7551650936727	26.3138553873153
sp|P28274|URA7_YEAST	sp|P28274|URA7_YEAST	sp|P28274|URA7_YEAST CTP synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA7 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4674224634201	NA	NA	NA	NA	NA	21.7537684421441	21.4608398130301	NA	21.2759426026099	NA	NA	21.6379444009612	NA	NA
sp|P28319|CWP1_YEAST	sp|P28319|CWP1_YEAST	sp|P28319|CWP1_YEAST Cell wall protein CWP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWP1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4527198389621	NA	NA	NA	NA	NA	21.5727446291724	NA	22.0901641208251	21.1598639475189	NA	21.437154672126	21.2998340522617	21.4214197402078	21.0270204504098	NA	22.0423660927414	NA	21.7004092372016	NA	NA	NA	NA	21.4392871093159	NA	NA	NA
sp|P28495|CAPZA_YEAST	sp|P28495|CAPZA_YEAST	sp|P28495|CAPZA_YEAST F-actin-capping protein subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAP1 PE=1 SV=1	0.475704031771493	0.512528208957432	0.624819433644959	0.331731772306415	0.627949898151952	0.117993224010363	0.202323820765188	0.633768448474591	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.938361058107928	0.531581954203805	0.681279455283781	0.976922268263226	0.399813241172676	0.366699572384345	0.273078980383314	0.547504222891579	-0.270595818764125	0.901192120069911	0.726300144886078	0.356870596703608	22.1230284187032	22.6902128695979	20.7901066356607	NA	22.7055648944353	22.2928316163151	21.4215224706555	22.2118419646342	21.6707686095551	22.4379674008516	22.8280923106537	21.7842066864032	21.4274172019809	22.1611872528252	21.7982787689982	22.9035259047392	21.6603598221881	21.3080812306127	21.4402507487947	22.8549269586934	23.0564591133981	22.0126695460061	22.4357821533529	22.8079578163788	22.1556397228144	NA	NA	22.0970303493329
sp|P28707|SBA1_YEAST	sp|P28707|SBA1_YEAST	sp|P28707|SBA1_YEAST Co-chaperone protein SBA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBA1 PE=1 SV=3	0.769034720984856	0.633450458524493	0.948629764451394	0.855439346590539	0.441866192319854	0.970990537680591	0.119452123867872	0.951780797648797	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.878263525860902	0.994830556041581	0.616258414991319	0.992369636542038	0.164975724543009	0.268437168022711	-0.0323402621341984	0.0914848395463999	0.389113884127134	-0.0182536793656958	-0.807843365599666	-0.0303538195864661	25.7135092945099	25.9956538218194	25.6383201229413	25.5494841096377	26.0789973872339	25.7065927647844	NA	25.9849840564101	26.0075289825676	NA	25.7525644020512	25.6167798998507	25.7170929660939	25.6326739931023	25.7840169297267	26.0412216502086	26.2321133236436	25.9102675897724	26.2084187933638	25.6528865387939	25.7229398682937	25.7528706092137	23.0000158223171	25.9322897365678	25.8276223987145	25.617228446756	25.4572616302302	26.0179065186528
sp|P28777|AROC_YEAST	sp|P28777|AROC_YEAST	sp|P28777|AROC_YEAST Chorismate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO2 PE=1 SV=1	0.500904911254834	0.613898784129717	0.330802238841459	0.112080343501945	0.0532088364801193	0.448329824079288	0.126918525117824	0.239183917852242	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.581381202724451	0.7703500073189	0.616258414991319	0.880286147502127	0.523808750237325	0.391453630114277	0.682041111298769	1.14176932271013	1.41572519440197	0.591159900090275	1.22259037269573	0.831059100896862	22.8720161894468	22.3038520822047	22.1858904941692	21.8215482318538	24.2235404154738	21.031604290486	NA	21.9864170463198	23.0040174193939	NA	22.4689143408143	23.5833665365292	22.3051332647805	24.0208972206576	22.4502799430093	23.2654216126912	24.779415187318	23.2255128389076	22.553538365208	22.4240627210036	NA	22.9657842846621	23.384427534038	23.2682804168386	NA	22.7114165959663	22.8381128765666	23.2549386383854
sp|P28789|HEM3_YEAST	sp|P28789|HEM3_YEAST	sp|P28789|HEM3_YEAST Porphobilinogen deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM3 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.0137601988329	NA	NA	NA	NA	NA	NA	NA	22.0329497116792	NA	NA	NA	NA	NA	NA	24.5687730512265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3400766454757
sp|P28834|IDH1_YEAST	sp|P28834|IDH1_YEAST	sp|P28834|IDH1_YEAST Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH1 PE=1 SV=2	0.931905798332055	0.462852260112429	0.0798089568773011	0.333677019890385	0.398812583251991	0.130909188346179	0.226930120520884	0.332432724827992	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.869592711711499	0.555695695440412	0.681279455283781	0.936549047104242	0.0710054719052415	0.614049484562042	-1.5117470197386	0.812506124913675	0.707202829202302	1.29083048657407	1.02212385084844	0.814648318031075	26.28815087004	26.2064824646018	25.6929602322025	25.6914700645496	27.0365341741642	26.1632313727647	24.6041636301407	26.3391762511156	26.0644949394291	27.0293900244953	24.5123773479621	26.6354721427688	21.9078222114072	27.3787344690986	25.4153521072329	27.2343445597634	26.9306666030298	25.858990998064	26.922863647867	26.8547177497965	26.9526040488355	27.6560824224441	27.1443324332263	27.543847338932	25.9691045417409	26.1957484109174	26.7038501481277	27.135259156402
sp|P29311|BMH1_YEAST	sp|P29311|BMH1_YEAST	sp|P29311|BMH1_YEAST Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMH1 PE=1 SV=4	0.55496889669884	0.991799524704945	0.728567550200854	0.661263575348425	0.727088128694328	0.0354128806633323	0.907048609760015	0.806493851790708	0.999903620391244	0.992792241447152	0.996848488371953	0.96639879618124	0.941416569193692	0.407417107404893	0.987082310621193	0.976922268263226	-0.402665617280331	-0.00698086597606817	-0.236052659244066	-0.298305299947799	0.237396589304836	-1.50938677772823	-0.0793187825826962	0.166494609287906	27.5875276069669	28.0019578972156	27.5156291037509	27.9546020879897	28.2231997522251	27.8908170904232	26.1501753944669	27.584341853835	28.0756149389409	27.7912896982521	27.6677675280943	27.8757828110393	27.2204807720904	27.3739315538389	27.6978987002745	27.5054429349994	28.2317380639489	27.6257523126573	28.3268884802645	27.7934619180784	23.8451760811473	27.3053907565458	27.6519838542305	27.6758642383792	27.9063846485984	28.3253022293725	27.3571621469772	28.2892085404702
sp|P29453|RL8B_YEAST	sp|P29453|RL8B_YEAST	sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3	0.240496934738683	0.124275445523781	0.786189812062405	0.109523102132511	0.329616989717967	0.0889267858435097	0.186353638648755	0.590487895682669	0.967215933188181	0.991948625721696	0.996848488371953	0.816460660630293	0.849857135912115	0.490521859111659	0.671599152273111	0.97520638142141	0.55536925609734	0.736195103615739	0.126314787961036	0.768390529292041	0.458858842015939	0.820152597978844	0.628103435733173	0.251244860861405	27.5474858126485	27.3207911856801	26.1930241638871	27.6804322838599	27.8408016416269	27.9465932745973	27.0729604854949	27.7701422219925	27.871970267294	27.7607204549878	27.0274929893227	27.6937180305025	26.851980977485	28.0310741864153	27.3891136148786	28.0792314200093	27.9059257943693	26.5054732227209	28.1594251423847	27.7164651045325	27.9337084819517	28.0045318408794	28.0214162500133	27.0601300583517	27.9970116322616	27.6107671398911	26.4635425828547	27.8736724932655
